date,month,n_days,births,total_pop,country
1982-06-01,6,30,50950,49581626,England and Wales
1982-07-01,7,31,54512,49581626,England and Wales
1982-08-01,8,31,53391,49581626,England and Wales
1982-09-01,9,30,54230,49581626,England and Wales
1982-10-01,10,31,52959,49581626,England and Wales
1982-11-01,11,30,49435,49581626,England and Wales
1982-12-01,12,31,50970,49581626,England and Wales
1983-01-01,1,31,51227,49616997,England and Wales
1983-02-01,2,28,47650,49616997,England and Wales
1983-03-01,3,31,53564,49616997,England and Wales
1983-04-01,4,30,52591,49616997,England and Wales
1983-05-01,5,31,54768,49616997,England and Wales
1983-06-01,6,30,53979,49616997,England and Wales
1983-07-01,7,31,55400,49616997,England and Wales
1983-08-01,8,31,53776,49616997,England and Wales
1983-09-01,9,30,54267,49616997,England and Wales
1983-10-01,10,31,51516,49616997,England and Wales
1983-11-01,11,30,49735,49616997,England and Wales
1983-12-01,12,31,50661,49616997,England and Wales
1984-01-01,1,31,51324,49713130,England and Wales
1984-02-01,2,29,48922,49713130,England and Wales
1984-03-01,3,31,53286,49713130,England and Wales
1984-04-01,4,30,50051,49713130,England and Wales
1984-05-01,5,31,54258,49713130,England and Wales
1984-06-01,6,30,53427,49713130,England and Wales
1984-07-01,7,31,55891,49713130,England and Wales
1984-08-01,8,31,55838,49713130,England and Wales
1984-09-01,9,30,55400,49713130,England and Wales
1984-10-01,10,31,55299,49713130,England and Wales
1984-11-01,11,30,52513,49713130,England and Wales
1984-12-01,12,31,50609,49713130,England and Wales
1985-01-01,1,31,54707,49860713,England and Wales
1985-02-01,2,28,49640,49860713,England and Wales
1985-03-01,3,31,56047,49860713,England and Wales
1985-04-01,4,30,53262,49860713,England and Wales
1985-05-01,5,31,57544,49860713,England and Wales
1985-06-01,6,30,54455,49860713,England and Wales
1985-07-01,7,31,58188,49860713,England and Wales
1985-08-01,8,31,57106,49860713,England and Wales
1985-09-01,9,30,56974,49860713,England and Wales
1985-10-01,10,31,55843,49860713,England and Wales
1985-11-01,11,30,51906,49860713,England and Wales
1985-12-01,12,31,50745,49860713,England and Wales
1986-01-01,1,31,53636,49998574,England and Wales
1986-02-01,2,28,49630,49998574,England and Wales
1986-03-01,3,31,56717,49998574,England and Wales
1986-04-01,4,30,55180,49998574,England and Wales
1986-05-01,5,31,58191,49998574,England and Wales
1986-06-01,6,30,55679,49998574,England and Wales
1986-07-01,7,31,56700,49998574,England and Wales
1986-08-01,8,31,57421,49998574,England and Wales
1986-09-01,9,30,56657,49998574,England and Wales
1986-10-01,10,31,55887,49998574,England and Wales
1986-11-01,11,30,51071,49998574,England and Wales
1986-12-01,12,31,54249,49998574,England and Wales
1987-01-01,1,31,54550,50122984,England and Wales
1987-02-01,2,28,50561,50122984,England and Wales
1987-03-01,3,31,57573,50122984,England and Wales
1987-04-01,4,30,56259,50122984,England and Wales
1987-05-01,5,31,59779,50122984,England and Wales
1987-06-01,6,30,58907,50122984,England and Wales
1987-07-01,7,31,59789,50122984,England and Wales
1987-08-01,8,31,58138,50122984,England and Wales
1987-09-01,9,30,58685,50122984,England and Wales
1987-10-01,10,31,57812,50122984,England and Wales
1987-11-01,11,30,53595,50122984,England and Wales
1987-12-01,12,31,55863,50122984,England and Wales
1988-01-01,1,31,57349,50253568,England and Wales
1988-02-01,2,29,55223,50253568,England and Wales
1988-03-01,3,31,60826,50253568,England and Wales
1988-04-01,4,30,57950,50253568,England and Wales
1988-05-01,5,31,60371,50253568,England and Wales
1988-06-01,6,30,58131,50253568,England and Wales
1988-07-01,7,31,60208,50253568,England and Wales
1988-08-01,8,31,59586,50253568,England and Wales
1988-09-01,9,30,59294,50253568,England and Wales
1988-10-01,10,31,55455,50253568,England and Wales
1988-11-01,11,30,53647,50253568,England and Wales
1988-12-01,12,31,55537,50253568,England and Wales
1989-01-01,1,31,55779,50407826,England and Wales
1989-02-01,2,28,52268,50407826,England and Wales
1989-03-01,3,31,58916,50407826,England and Wales
1989-04-01,4,30,56887,50407826,England and Wales
1989-05-01,5,31,60709,50407826,England and Wales
1989-06-01,6,30,59113,50407826,England and Wales
1989-07-01,7,31,60114,50407826,England and Wales
1989-08-01,8,31,58870,50407826,England and Wales
1989-09-01,9,30,56824,50407826,England and Wales
1989-10-01,10,31,56785,50407826,England and Wales
1989-11-01,11,30,55032,50407826,England and Wales
1989-12-01,12,31,56428,50407826,England and Wales
1990-01-01,1,31,56507,50560628,England and Wales
1990-02-01,2,28,52908,50560628,England and Wales
1990-03-01,3,31,58906,50560628,England and Wales
1990-04-01,4,30,57184,50560628,England and Wales
1990-05-01,5,31,61365,50560628,England and Wales
1990-06-01,6,30,60749,50560628,England and Wales
1990-07-01,7,31,62491,50560628,England and Wales
1990-08-01,8,31,61195,50560628,England and Wales
1990-09-01,9,30,60304,50560628,England and Wales
1990-10-01,10,31,59914,50560628,England and Wales
1990-11-01,11,30,57558,50560628,England and Wales
1990-12-01,12,31,57059,50560628,England and Wales
1991-01-01,1,31,58790,50748033,England and Wales
1991-02-01,2,28,54141,50748033,England and Wales
1991-03-01,3,31,58541,50748033,England and Wales
1991-04-01,4,30,56685,50748033,England and Wales
1991-05-01,5,31,60076,50748033,England and Wales
1991-06-01,6,30,59033,50748033,England and Wales
1991-07-01,7,31,61956,50748033,England and Wales
1991-08-01,8,31,60387,50748033,England and Wales
1991-09-01,9,30,59422,50748033,England and Wales
1991-10-01,10,31,58651,50748033,England and Wales
1991-11-01,11,30,55299,50748033,England and Wales
1991-12-01,12,31,56236,50748033,England and Wales
1933-01-01,1,31,180545,125579000,United States
1933-02-01,2,28,165986,125579000,United States
1933-03-01,3,31,183762,125579000,United States
1933-04-01,4,30,171354,125579000,United States
1933-05-01,5,31,174811,125579000,United States
1933-06-01,6,30,169255,125579000,United States
1933-07-01,7,31,180880,125579000,United States
1933-08-01,8,31,181856,125579000,United States
1933-09-01,9,30,167637,125579000,United States
1933-10-01,10,31,167055,125579000,United States
1933-11-01,11,30,165939,125579000,United States
1933-12-01,12,31,172152,125579000,United States
1934-01-01,1,31,182698,126374000,United States
1934-02-01,2,28,166452,126374000,United States
1934-03-01,3,31,179065,126374000,United States
1934-04-01,4,30,168671,126374000,United States
1934-05-01,5,31,179021,126374000,United States
1934-06-01,6,30,175044,126374000,United States
1934-07-01,7,31,187768,126374000,United States
1934-08-01,8,31,195393,126374000,United States
1934-09-01,9,30,192412,126374000,United States
1934-10-01,10,31,187766,126374000,United States
1934-11-01,11,30,175481,126374000,United States
1934-12-01,12,31,177865,126374000,United States
1935-01-01,1,31,186051,127250000,United States
1935-02-01,2,28,171058,127250000,United States
1935-03-01,3,31,185375,127250000,United States
1935-04-01,4,30,172177,127250000,United States
1935-05-01,5,31,174705,127250000,United States
1935-06-01,6,30,178786,127250000,United States
1935-07-01,7,31,191888,127250000,United States
1935-08-01,8,31,192449,127250000,United States
1935-09-01,9,30,185218,127250000,United States
1935-10-01,10,31,177945,127250000,United States
1935-11-01,11,30,167643,127250000,United States
1935-12-01,12,31,171810,127250000,United States
1936-01-01,1,31,182221,128053000,United States
1936-02-01,2,29,176711,128053000,United States
1936-03-01,3,31,188522,128053000,United States
1936-04-01,4,30,170489,128053000,United States
1936-05-01,5,31,170479,128053000,United States
1936-06-01,6,30,176341,128053000,United States
1936-07-01,7,31,190986,128053000,United States
1936-08-01,8,31,190494,128053000,United States
1936-09-01,9,30,183819,128053000,United States
1936-10-01,10,31,178672,128053000,United States
1936-11-01,11,30,166482,128053000,United States
1936-12-01,12,31,169574,128053000,United States
1937-01-01,1,31,182232,128825000,United States
1937-02-01,2,28,170698,128825000,United States
1937-03-01,3,31,189650,128825000,United States
1937-04-01,4,30,175708,128825000,United States
1937-05-01,5,31,181023,128825000,United States
1937-06-01,6,30,177588,128825000,United States
1937-07-01,7,31,195407,128825000,United States
1937-08-01,8,31,201292,128825000,United States
1937-09-01,9,30,192513,128825000,United States
1937-10-01,10,31,183842,128825000,United States
1937-11-01,11,30,172924,128825000,United States
1937-12-01,12,31,180460,128825000,United States
1938-01-01,1,31,194557,129825000,United States
1938-02-01,2,28,180052,129825000,United States
1938-03-01,3,31,196177,129825000,United States
1938-04-01,4,30,184263,129825000,United States
1938-05-01,5,31,188010,129825000,United States
1938-06-01,6,30,183822,129825000,United States
1938-07-01,7,31,203183,129825000,United States
1938-08-01,8,31,205742,129825000,United States
1938-09-01,9,30,196692,129825000,United States
1938-10-01,10,31,192035,129825000,United States
1938-11-01,11,30,179917,129825000,United States
1938-12-01,12,31,182512,129825000,United States
1939-01-01,1,31,192416,130880000,United States
1939-02-01,2,28,176904,130880000,United States
1939-03-01,3,31,196123,130880000,United States
1939-04-01,4,30,182990,130880000,United States
1939-05-01,5,31,182774,130880000,United States
1939-06-01,6,30,181809,130880000,United States
1939-07-01,7,31,200553,130880000,United States
1939-08-01,8,31,203754,130880000,United States
1939-09-01,9,30,197814,130880000,United States
1939-10-01,10,31,193120,130880000,United States
1939-11-01,11,30,177396,130880000,United States
1939-12-01,12,31,179935,130880000,United States
1940-01-01,1,31,194247,131954000,United States
1940-02-01,2,29,188279,131954000,United States
1940-03-01,3,31,198090,131954000,United States
1940-04-01,4,30,186743,131954000,United States
1940-05-01,5,31,194123,131954000,United States
1940-06-01,6,30,192404,131954000,United States
1940-07-01,7,31,210125,131954000,United States
1940-08-01,8,31,213669,131954000,United States
1940-09-01,9,30,206103,131954000,United States
1940-10-01,10,31,198763,131954000,United States
1940-11-01,11,30,185710,131954000,United States
1940-12-01,12,31,192143,131954000,United States
1941-01-01,1,31,205011,133121000,United States
1941-02-01,2,28,190876,133121000,United States
1941-03-01,3,31,211875,133121000,United States
1941-04-01,4,30,200781,133121000,United States
1941-05-01,5,31,198270,133121000,United States
1941-06-01,6,30,211120,133121000,United States
1941-07-01,7,31,234239,133121000,United States
1941-08-01,8,31,229428,133121000,United States
1941-09-01,9,30,215232,133121000,United States
1941-10-01,10,31,207462,133121000,United States
1941-11-01,11,30,199889,133121000,United States
1941-12-01,12,31,209244,133121000,United States
1942-01-01,1,31,224251,133920000,United States
1942-02-01,2,28,208149,133920000,United States
1942-03-01,3,31,227012,133920000,United States
1942-04-01,4,30,209363,133920000,United States
1942-05-01,5,31,213594,133920000,United States
1942-06-01,6,30,217609,133920000,United States
1942-07-01,7,31,239127,133920000,United States
1942-08-01,8,31,249525,133920000,United States
1942-09-01,9,30,257448,133920000,United States
1942-10-01,10,31,265589,133920000,United States
1942-11-01,11,30,246991,133920000,United States
1942-12-01,12,31,250338,133920000,United States
1943-01-01,1,31,261958,134245000,United States
1943-02-01,2,28,237078,134245000,United States
1943-03-01,3,31,255166,134245000,United States
1943-04-01,4,30,235675,134245000,United States
1943-05-01,5,31,236609,134245000,United States
1943-06-01,6,30,239850,134245000,United States
1943-07-01,7,31,258656,134245000,United States
1943-08-01,8,31,260985,134245000,United States
1943-09-01,9,30,251169,134245000,United States
1943-10-01,10,31,243810,134245000,United States
1943-11-01,11,30,225284,134245000,United States
1943-12-01,12,31,228620,134245000,United States
1944-01-01,1,31,235595,132885000,United States
1944-02-01,2,29,223073,132885000,United States
1944-03-01,3,31,227932,132885000,United States
1944-04-01,4,30,212915,132885000,United States
1944-05-01,5,31,221950,132885000,United States
1944-06-01,6,30,230306,132885000,United States
1944-07-01,7,31,253921,132885000,United States
1944-08-01,8,31,252673,132885000,United States
1944-09-01,9,30,237395,132885000,United States
1944-10-01,10,31,236068,132885000,United States
1944-11-01,11,30,229117,132885000,United States
1944-12-01,12,31,233855,132885000,United States
1945-01-01,1,31,236566,132481000,United States
1945-02-01,2,28,214692,132481000,United States
1945-03-01,3,31,230989,132481000,United States
1945-04-01,4,30,215029,132481000,United States
1945-05-01,5,31,221984,132481000,United States
1945-06-01,6,30,224512,132481000,United States
1945-07-01,7,31,240951,132481000,United States
1945-08-01,8,31,243155,132481000,United States
1945-09-01,9,30,236448,132481000,United States
1945-10-01,10,31,230965,132481000,United States
1945-11-01,11,30,218052,132481000,United States
1945-12-01,12,31,222113,132481000,United States
1946-01-01,1,31,222721,140054000,United States
1946-02-01,2,28,206387,140054000,United States
1946-03-01,3,31,228321,140054000,United States
1946-04-01,4,30,220646,140054000,United States
1946-05-01,5,31,233452,140054000,United States
1946-06-01,6,30,242302,140054000,United States
1946-07-01,7,31,286336,140054000,United States
1946-08-01,8,31,312678,140054000,United States
1946-09-01,9,30,325485,140054000,United States
1946-10-01,10,31,339499,140054000,United States
1946-11-01,11,30,332115,140054000,United States
1946-12-01,12,31,338730,140054000,United States
1947-01-01,1,31,340460,143446000,United States
1947-02-01,2,28,301932,143446000,United States
1947-03-01,3,31,325740,143446000,United States
1947-04-01,4,30,292375,143446000,United States
1947-05-01,5,31,303461,143446000,United States
1947-06-01,6,30,301913,143446000,United States
1947-07-01,7,31,318340,143446000,United States
1947-08-01,8,31,319681,143446000,United States
1947-09-01,9,30,310145,143446000,United States
1947-10-01,10,31,308540,143446000,United States
1947-11-01,11,30,288366,143446000,United States
1947-12-01,12,31,288987,143446000,United States
1948-01-01,1,31,295494,146093000,United States
1948-02-01,2,29,285694,146093000,United States
1948-03-01,3,31,300463,146093000,United States
1948-04-01,4,30,277636,146093000,United States
1948-05-01,5,31,272277,146093000,United States
1948-06-01,6,30,267712,146093000,United States
1948-07-01,7,31,308010,146093000,United States
1948-08-01,8,31,320968,146093000,United States
1948-09-01,9,30,312511,146093000,United States
1948-10-01,10,31,307720,146093000,United States
1948-11-01,11,30,290552,146093000,United States
1948-12-01,12,31,296031,146093000,United States
1949-01-01,1,31,299255,148665000,United States
1949-02-01,2,28,273195,148665000,United States
1949-03-01,3,31,300117,148665000,United States
1949-04-01,4,30,270770,148665000,United States
1949-05-01,5,31,281595,148665000,United States
1949-06-01,6,30,285442,148665000,United States
1949-07-01,7,31,318218,148665000,United States
1949-08-01,8,31,322774,148665000,United States
1949-09-01,9,30,312623,148665000,United States
1949-10-01,10,31,311480,148665000,United States
1949-11-01,11,30,290956,148665000,United States
1949-12-01,12,31,293104,148665000,United States
1950-01-01,1,31,297276,151326000,United States
1950-02-01,2,28,272604,151326000,United States
1950-03-01,3,31,294038,151326000,United States
1950-04-01,4,30,258868,151326000,United States
1950-05-01,5,31,275786,151326000,United States
1950-06-01,6,30,293879,151326000,United States
1950-07-01,7,31,315538,151326000,United States
1950-08-01,8,31,325094,151326000,United States
1950-09-01,9,30,315375,151326000,United States
1950-10-01,10,31,311905,151326000,United States
1950-11-01,11,30,292497,151326000,United States
1950-12-01,12,31,301289,151326000,United States
1951-01-01,1,31,303538,153982000,United States
1951-02-01,2,28,282118,153982000,United States
1951-03-01,3,31,312820,153982000,United States
1951-04-01,4,30,295924,153982000,United States
1951-05-01,5,31,312970,153982000,United States
1951-06-01,6,30,306788,153982000,United States
1951-07-01,7,31,328208,153982000,United States
1951-08-01,8,31,334264,153982000,United States
1951-09-01,9,30,328708,153982000,United States
1951-10-01,10,31,329166,153982000,United States
1951-11-01,11,30,304302,153982000,United States
1951-12-01,12,31,312044,153982000,United States
1952-01-01,1,31,311626,156393000,United States
1952-02-01,2,29,300218,156393000,United States
1952-03-01,3,31,317178,156393000,United States
1952-04-01,4,30,292028,156393000,United States
1952-05-01,5,31,300366,156393000,United States
1952-06-01,6,30,311340,156393000,United States
1952-07-01,7,31,345452,156393000,United States
1952-08-01,8,31,350476,156393000,United States
1952-09-01,9,30,343682,156393000,United States
1952-10-01,10,31,336136,156393000,United States
1952-11-01,11,30,315148,156393000,United States
1952-12-01,12,31,323336,156393000,United States
1953-01-01,1,31,322488,158956000,United States
1953-02-01,2,28,296312,158956000,United States
1953-03-01,3,31,315132,158956000,United States
1953-04-01,4,30,286962,158956000,United States
1953-05-01,5,31,307382,158956000,United States
1953-06-01,6,30,321246,158956000,United States
1953-07-01,7,31,354464,158956000,United States
1953-08-01,8,31,356450,158956000,United States
1953-09-01,9,30,347740,158956000,United States
1953-10-01,10,31,334202,158956000,United States
1953-11-01,11,30,319966,158956000,United States
1953-12-01,12,31,339776,158956000,United States
1954-01-01,1,31,331570,161884000,United States
1954-02-01,2,28,302318,161884000,United States
1954-03-01,3,31,323668,161884000,United States
1954-04-01,4,30,305006,161884000,United States
1954-05-01,5,31,318444,161884000,United States
1954-06-01,6,30,327008,161884000,United States
1954-07-01,7,31,358920,161884000,United States
1954-08-01,8,31,363278,161884000,United States
1954-09-01,9,30,358568,161884000,United States
1954-10-01,10,31,351858,161884000,United States
1954-11-01,11,30,335140,161884000,United States
1954-12-01,12,31,341584,161884000,United States
1955-01-01,1,31,328872,165069000,United States
1955-02-01,2,28,306418,165069000,United States
1955-03-01,3,31,332407,165069000,United States
1955-04-01,4,30,309198,165069000,United States
1955-05-01,5,31,325859,165069000,United States
1955-06-01,6,30,324847,165069000,United States
1955-07-01,7,31,354267,165069000,United States
1955-08-01,8,31,367221,165069000,United States
1955-09-01,9,30,361973,165069000,United States
1955-10-01,10,31,354304,165069000,United States
1955-11-01,11,30,336565,165069000,United States
1955-12-01,12,31,345364,165069000,United States
1956-01-01,1,31,339074,168088000,United States
1956-02-01,2,29,324828,168088000,United States
1956-03-01,3,31,344912,168088000,United States
1956-04-01,4,30,308530,168088000,United States
1956-05-01,5,31,315230,168088000,United States
1956-06-01,6,30,333672,168088000,United States
1956-07-01,7,31,370390,168088000,United States
1956-08-01,8,31,383084,168088000,United States
1956-09-01,9,30,374728,168088000,United States
1956-10-01,10,31,369734,168088000,United States
1956-11-01,11,30,343658,168088000,United States
1956-12-01,12,31,355250,168088000,United States
1957-01-01,1,31,346462,171187000,United States
1957-02-01,2,28,317380,171187000,United States
1957-03-01,3,31,348378,171187000,United States
1957-04-01,4,30,331212,171187000,United States
1957-05-01,5,31,344740,171187000,United States
1957-06-01,6,30,348054,171187000,United States
1957-07-01,7,31,380020,171187000,United States
1957-08-01,8,31,381448,171187000,United States
1957-09-01,9,30,377002,171187000,United States
1957-10-01,10,31,376254,171187000,United States
1957-11-01,11,30,348158,171187000,United States
1957-12-01,12,31,355676,171187000,United States
1958-01-01,1,31,344236,174149000,United States
1958-02-01,2,28,319968,174149000,United States
1958-03-01,3,31,347378,174149000,United States
1958-04-01,4,30,326178,174149000,United States
1958-05-01,5,31,342518,174149000,United States
1958-06-01,6,30,338316,174149000,United States
1958-07-01,7,31,360960,174149000,United States
1958-08-01,8,31,367878,174149000,United States
1958-09-01,9,30,378118,174149000,United States
1958-10-01,10,31,373820,174149000,United States
1958-11-01,11,30,346600,174149000,United States
1958-12-01,12,31,357842,174149000,United States
1959-01-01,1,31,349334,177135000,United States
1959-02-01,2,28,322706,177135000,United States
1959-03-01,3,31,358192,177135000,United States
1959-04-01,4,30,331144,177135000,United States
1959-05-01,5,31,337614,177135000,United States
1959-06-01,6,30,342814,177135000,United States
1959-07-01,7,31,373766,177135000,United States
1959-08-01,8,31,380078,177135000,United States
1959-09-01,9,30,377220,177135000,United States
1959-10-01,10,31,368198,177135000,United States
1959-11-01,11,30,345688,177135000,United States
1959-12-01,12,31,358042,177135000,United States
1960-01-01,1,31,345376,179323000,United States
1960-02-01,2,29,329642,179323000,United States
1960-03-01,3,31,349918,179323000,United States
1960-04-01,4,30,327202,179323000,United States
1960-05-01,5,31,333120,179323000,United States
1960-06-01,6,30,332728,179323000,United States
1960-07-01,7,31,374214,179323000,United States
1960-08-01,8,31,392230,179323000,United States
1960-09-01,9,30,387350,179323000,United States
1960-10-01,10,31,370552,179323000,United States
1960-11-01,11,30,349854,179323000,United States
1960-12-01,12,31,365664,179323000,United States
1961-01-01,1,31,353286,182973000,United States
1961-02-01,2,28,327502,182973000,United States
1961-03-01,3,31,360322,182973000,United States
1961-04-01,4,30,335120,182973000,United States
1961-05-01,5,31,342404,182973000,United States
1961-06-01,6,30,341990,182973000,United States
1961-07-01,7,31,373522,182973000,United States
1961-08-01,8,31,385484,182973000,United States
1961-09-01,9,30,377628,182973000,United States
1961-10-01,10,31,370114,182973000,United States
1961-11-01,11,30,346556,182973000,United States
1961-12-01,12,31,354398,182973000,United States
1962-01-01,1,31,344014,185738000,United States
1962-02-01,2,28,318090,185738000,United States
1962-03-01,3,31,350762,185738000,United States
1962-04-01,4,30,327926,185738000,United States
1962-05-01,5,31,335230,185738000,United States
1962-06-01,6,30,328098,185738000,United States
1962-07-01,7,31,363018,185738000,United States
1962-08-01,8,31,379122,185738000,United States
1962-09-01,9,30,369002,185738000,United States
1962-10-01,10,31,363524,185738000,United States
1962-11-01,11,30,338796,185738000,United States
1962-12-01,12,31,349780,185738000,United States
1963-01-01,1,31,339188,188438000,United States
1963-02-01,2,28,310846,188438000,United States
1963-03-01,3,31,340494,188438000,United States
1963-04-01,4,30,322936,188438000,United States
1963-05-01,5,31,334238,188438000,United States
1963-06-01,6,30,331982,188438000,United States
1963-07-01,7,31,360454,188438000,United States
1963-08-01,8,31,367290,188438000,United States
1963-09-01,9,30,365002,188438000,United States
1963-10-01,10,31,356866,188438000,United States
1963-11-01,11,30,328732,188438000,United States
1963-12-01,12,31,339992,188438000,United States
1964-01-01,1,31,332210,191085000,United States
1964-02-01,2,29,318554,191085000,United States
1964-03-01,3,31,332388,191085000,United States
1964-04-01,4,30,313338,191085000,United States
1964-05-01,5,31,327064,191085000,United States
1964-06-01,6,30,332568,191085000,United States
1964-07-01,7,31,358096,191085000,United States
1964-08-01,8,31,354932,191085000,United States
1964-09-01,9,30,355604,191085000,United States
1964-10-01,10,31,348232,191085000,United States
1964-11-01,11,30,323578,191085000,United States
1964-12-01,12,31,330926,191085000,United States
1965-01-01,1,31,312668,193460000,United States
1965-02-01,2,28,288238,193460000,United States
1965-03-01,3,31,317394,193460000,United States
1965-04-01,4,30,293254,193460000,United States
1965-05-01,5,31,306732,193460000,United States
1965-06-01,6,30,308234,193460000,United States
1965-07-01,7,31,332838,193460000,United States
1965-08-01,8,31,336754,193460000,United States
1965-09-01,9,30,333620,193460000,United States
1965-10-01,10,31,320556,193460000,United States
1965-11-01,11,30,301864,193460000,United States
1965-12-01,12,31,308206,193460000,United States
1966-01-01,1,31,293850,195501000,United States
1966-02-01,2,28,273902,195501000,United States
1966-03-01,3,31,303420,195501000,United States
1966-04-01,4,30,286914,195501000,United States
1966-05-01,5,31,292824,195501000,United States
1966-06-01,6,30,292526,195501000,United States
1966-07-01,7,31,310550,195501000,United States
1966-08-01,8,31,321304,195501000,United States
1966-09-01,9,30,319234,195501000,United States
1966-10-01,10,31,312942,195501000,United States
1966-11-01,11,30,296458,195501000,United States
1966-12-01,12,31,302350,195501000,United States
1967-01-01,1,31,293056,197374000,United States
1967-02-01,2,28,268664,197374000,United States
1967-03-01,3,31,296915,197374000,United States
1967-04-01,4,30,270618,197374000,United States
1967-05-01,5,31,290600,197374000,United States
1967-06-01,6,30,289955,197374000,United States
1967-07-01,7,31,309569,197374000,United States
1967-08-01,8,31,313276,197374000,United States
1967-09-01,9,30,308535,197374000,United States
1967-10-01,10,31,303305,197374000,United States
1967-11-01,11,30,284192,197374000,United States
1967-12-01,12,31,292274,197374000,United States
1968-01-01,1,31,277404,199312000,United States
1968-02-01,2,29,266082,199312000,United States
1968-03-01,3,31,282152,199312000,United States
1968-04-01,4,30,273564,199312000,United States
1968-05-01,5,31,288468,199312000,United States
1968-06-01,6,30,287432,199312000,United States
1968-07-01,7,31,308396,199312000,United States
1968-08-01,8,31,311676,199312000,United States
1968-09-01,9,30,305752,199312000,United States
1968-10-01,10,31,304288,199312000,United States
1968-11-01,11,30,291584,199312000,United States
1968-12-01,12,31,304766,199312000,United States
1969-01-01,1,31,293940,201306000,United States
1969-02-01,2,28,270786,201306000,United States
1969-03-01,3,31,296550,201306000,United States
1969-04-01,4,30,282638,201306000,United States
1969-05-01,5,31,289124,201306000,United States
1969-06-01,6,30,291610,201306000,United States
